model_id,n_epochs,cat_feat_embedding,data_augmentation,soft_labels,lr,l2_decay,train_every,gamma,independence_discriminator_dropouts,independence_discriminator_layers,local_dropouts,local_layers,concept_dropouts,concept_layers,common_dropouts,common_layers,n_batches,batch_size,only_causal_sources,concept_graph_edges,uses_target_for_distillation,has_causal_biases,validation_mean_golden_roc_auc,validation_abs_fidelity,validation_rel_fidelity,validation_norm_fidelity,validation_recall_at_10fpr,validation_recall_at_5fpr,validation_recall_at_3fpr,validation_recall_at_1fpr,validation_diversity_max_0,validation_diversity_max_1,validation_diversity_dataset_0,validation_diversity_dataset_1,validation_diversity_pairwise_0,validation_diversity_pairwise_1,validation_avg_bce_loss,validation_avg_base_bce_loss,validation_independence_roc_auc,validation_independence_bce_loss,validation_concept_acc,test_mean_golden_roc_auc,test_abs_fidelity,test_rel_fidelity,test_norm_fidelity,test_avg_bce_loss,test_avg_base_bce_loss,test_independence_roc_auc,test_independence_bce_loss,test_recall_at_10fpr,test_recall_at_5fpr,test_recall_at_3fpr,test_recall_at_1fpr,test_diversity_max_0,test_diversity_max_1,test_diversity_dataset_0,test_diversity_dataset_1,test_diversity_pairwise_0,test_diversity_pairwise_1,test_concept_acc,model_category,local
272112f329b7464d313fc967e63cb1a2,86,loaded,False,True,0.01,8.170147903835313e-05,3.0,5.314300390321228,"[0.1, 0.01, 0.0, 0.0, 0.0]","[16, 8, 1]","[0.2, 0.1, 0.0, 0.0, 0.0]","[16, 8, 1]","[0.2, 0.1, 0.1, 0.0, 0.0]","[64, 32, 16, 8, 1]",,,201,24,,[],,,0.7189096543148894,0.9212725535035133,0.3533443808555603,0.4325726628303528,0.864935064935065,0.7402597402597403,0.6363636363636364,0.36435064935064937,0.6133066713809967,0.7167505621910095,0.04474857077002525,0.044748567044734955,0.5714285969734192,0.5714285969734192,0.323778361082077,0.570607602596283,0.7331840899625155,0.6097304224967957,0.7186588921282799,0.7276883036712231,0.9284467622637749,0.34917551279067993,0.40228962898254395,0.3151129484176636,0.5272000432014465,0.795172216410892,0.5428211688995361,0.8297297297297297,0.7063513513513514,0.5702702702702702,0.37874324324324327,0.6100696325302124,0.7152764201164246,0.039688825607299805,0.03968881815671921,0.571428656578064,0.571428656578064,0.7245919424034717,exogenous_cbm_cub_nn,False
d54ca1f31a016a3e49d928b67c1c1277,21,simplified,False,False,0.0001,1.4917959708275286e-06,2.0,14.959895774803453,"[0.1, 0.0, 0.0, 0.0, 0.0]","[16, 8, 1]","[0.1, 0.0, 0.0, 0.0, 0.0]","[16, 8, 6, 4, 1]","[0.2, 0.1, 0.1, 0.0, 0.0]","[64, 32, 16, 8, 1]",,,131,37,,[],,,0.5802670425042634,0.5463012754917145,0.15934979915618896,0.0,0.18831168831168832,0.10981240981240982,0.07792207792207792,0.012987012987012988,0.8356812447309494,0.8446803241968155,0.0058991010300815105,0.005899101495742798,0.4761905372142792,0.4761905372142792,1.0727894306182861,0.570607602596283,0.5742427923550373,0.6847324371337891,0.663751214771623,0.5780358004333982,0.5422149300575256,0.1535717248916626,0.0,1.0920852422714233,0.5271999835968018,0.5984398891929792,0.676612913608551,0.1120884520884521,0.05945945945945946,0.042891891891891895,0.016216216216216217,0.8342878371477127,0.8447228372097015,0.006320307496935129,0.006320321466773748,0.4761905074119568,0.4761905074119568,0.665244834557917,exogenous_cbm_cub_nn,False
73c4a3ff4e694b5f25d45e2a5bb74b30,31,simplified,False,False,1e-05,0.002833440032297979,2.0,0.47820865112823985,"[0.1, 0.1, 0.01, 0.0, 0.0]","[16, 8, 4, 1]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[24, 16, 8, 1]","[0.2, 0.1, 0.1, 0.0, 0.0, 0.0]","[64, 16, 8, 4, 1]",,,1606,3,,[],,,0.5544045309242204,0.5660674571990967,0.16549324989318848,0.0,0.13181818181818183,0.06493506493506493,0.046774891774891775,0.025974025974025976,0.8041874915361404,0.8041874915361404,0.027558786794543266,0.027558786794543266,0.2857142984867096,0.2857142984867096,1.0922492742538452,0.570607602596283,0.5419356518117451,0.6884223222732544,0.6610787172011662,0.5532690829715915,0.5660054385662079,0.15854865312576294,0.0,1.0920532941818237,0.5272000432014465,0.5921028848121007,0.6806589961051941,0.14324324324324325,0.07297297297297298,0.04054054054054054,0.016216216216216217,0.8056835681200027,0.8056835681200027,0.02674400992691517,0.02674400992691517,0.285714328289032,0.285714328289032,0.6596479116327235,exogenous_cbm_cub_nn,False
f0c208b2afcc94c427539b3174d5cc04,100,loaded,True,False,0.0001,2.779588034780875e-06,1.0,0.17904922582910462,"[0.1, 0.1, 0.0, 0.0, 0.0]","[10, 8, 6, 4, 1]","[0.2, 0.1, 0.0, 0.0, 0.0, 0.0]","[16, 4, 1]","[0.1, 0.0, 0.0, 0.0, 0.0]","[32, 16, 8, 1]",,,173,28,,[],,,0.7366311283786556,0.9023641496896744,0.3574144244194031,0.3252701163291931,0.7467532467532467,0.6222943722943723,0.538961038961039,0.2625974025974026,0.6045553386211395,0.7684032618999481,0.04481416195631027,0.04481416195631027,0.5714285969734192,0.5714285969734192,0.38500601053237915,0.570607602596283,0.8049394928039243,0.5336281657218933,0.7479348882410107,0.7404028426119359,0.9134871736168861,0.35147368907928467,0.3182668685913086,0.35940974950790405,0.5272000432014465,0.8556318422554894,0.47123682498931885,0.6756756756756757,0.5351351351351351,0.4175675675675676,0.243972972972973,0.6012715101242065,0.7681615948677063,0.0404648594558239,0.040464866906404495,0.571428656578064,0.571428656578064,0.7461659845160017,exogenous_cbm_cub_nn,False
934b9893375dacb3a2e0d48ad86c1c90,63,simplified,True,False,0.0001,4.437659431634547e-06,2.0,3.0225591086809067,"[0.0, 0.0, 0.0, 0.0, 0.0]","[10, 8, 3, 1]","[0.0, 0.0, 0.0, 0.0, 0.0]","[24, 16, 8, 4, 1]","[0.2, 0.0, 0.0, 0.0, 0.0]","[32, 16, 1]",,,302,16,,[],,,0.7473273812091189,0.9068523570895195,0.338417112827301,0.33542340993881226,0.7926406926406927,0.65,0.538961038961039,0.3131168831168831,0.5972649157047272,0.808180570602417,0.02657162956893444,0.02657163143157959,0.4761905372142792,0.4761905372142792,0.3792124390602112,0.570607602596283,0.8607351103706788,0.46165308356285095,0.7518221574344024,0.7442481798235997,0.9197128415107727,0.3351019024848938,0.34441304206848145,0.34562546014785767,0.5272000432014465,0.8859649603597644,0.42301952838897705,0.7487567567567568,0.6054054054054054,0.4711081081081081,0.2527027027027027,0.592920571565628,0.8073670417070389,0.02509607933461666,0.025096070021390915,0.4761905074119568,0.4761905074119568,0.7531436461363973,exogenous_cbm_cub_nn,False
aa9a2ea07549cb956e37cbe9f6688e3e,47,loaded,True,False,0.01,0.005360584204353561,1.0,0.007958951970678373,"[0.1, 0.1, 0.0, 0.0, 0.0]","[16, 8, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16, 8, 4, 1]","[0.1, 0.0, 0.0, 0.0, 0.0]","[64, 32, 16, 8, 1]",,,536,9,,[],,,0.6825195883289336,0.912971168756485,0.37054455280303955,0.36481547355651855,0.8311688311688312,0.6428571428571429,0.5107792207792208,0.18526515151515152,0.3288543224334717,0.6777790188789368,0.015876024961471558,0.015876060351729393,0.245163694024086,0.245163694024086,0.36244112253189087,0.570607602596283,0.9372917534360683,0.32055747509002686,0.7080903790087464,0.6830343581261598,0.9239420592784882,0.3737739324569702,0.3473668694496155,0.3440682291984558,0.5272000432014465,0.9378675927831264,0.30875760316848755,0.7472972972972973,0.5507657657657659,0.41081081081081083,0.16043421723610404,0.3162730932235718,0.692874014377594,0.013910314999520779,0.013910345733165741,0.24777138233184814,0.24777138233184814,0.7058286897776025,exogenous_cbm_cub_nn,False
53ee39973a03d9e008a33ae9c6cf65b1,100,simplified,False,True,0.001,3.579387755797726e-05,1.0,0.0599200362060982,"[0.0, 0.0, 0.0, 0.0, 0.0]","[16, 8, 4, 1]","[0.1, 0.1, 0.0, 0.0]","[16, 4, 1]","[0.3, 0.2, 0.1, 0.0]","[32, 16, 8, 1]",,,41,119,,[],,,0.7149234855114248,0.9220423325896263,0.35263508558273315,0.39274507761001587,0.8396103896103897,0.6949134199134199,0.5714285714285714,0.33116883116883117,0.30884772539138794,0.7068836688995361,0.05107860639691353,0.05107776075601578,0.5714259743690491,0.5714259743690491,0.3465043008327484,0.5706076622009277,0.7191650469711693,0.6156284809112549,0.7218172983479106,0.7170018075395717,0.9250738546252251,0.3351910710334778,0.356170117855072,0.33942711353302,0.5271999835968018,0.7744678085205685,0.563504159450531,0.7537297297297297,0.6121621621621621,0.5324324324324324,0.3216216216216216,0.30489712953567505,0.7060882747173309,0.04481269046664238,0.044811997562646866,0.5714262127876282,0.5714262127876282,0.7211154396173381,exogenous_cbm_cub_nn,False
c91d1c22ddf42acddcc5d1738e19bd7f,32,simplified,True,True,0.0001,4.9141428059139065e-06,3.0,0.02314812013602177,"[0.1, 0.1, 0.01, 0.0, 0.0]","[16, 4, 1]","[0.1, 0.1, 0.0, 0.0]","[24, 16, 8, 4, 1]","[0.2, 0.0, 0.0, 0.0, 0.0]","[64, 16, 8, 4, 1]",,,1606,3,,[],,,0.5847740350910771,0.841492548584938,0.21359241008758545,0.13788586854934692,0.551948051948052,0.315909090909091,0.12766233766233764,0.025974025974025976,0.4557875990867615,0.725001186132431,0.0071327644400298595,0.007132764905691147,0.5714285969734192,0.5714285969734192,0.4919288754463196,0.570607602596283,0.6001101971400805,0.6714007258415222,0.668488824101069,0.593559813243443,0.8534043580293655,0.21529048681259155,0.11969178915023804,0.4640985131263733,0.5272000432014465,0.6509613399122967,0.6564432978630066,0.4486486486486487,0.28243243243243243,0.16924324324324325,0.05744324324324325,0.4560072422027588,0.7240915596485138,0.00566635699942708,0.005666356533765793,0.571428656578064,0.571428656578064,0.6702746683761527,exogenous_cbm_cub_nn,False
f80fd825b68de1c3475c9b718b78690f,24,loaded,False,True,1e-05,1.1620767925358523e-05,3.0,8.604604463812027,"[0.2, 0.1, 0.0, 0.0, 0.0]","[16, 8, 4, 1]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[16, 4, 1]","[0.2, 0.0, 0.0, 0.0, 0.0]","[32, 16, 1]",,,689,7,,[],,,0.5693963451604122,0.6658611595630646,0.1667938232421875,0.0,0.16233766233766234,0.10900974025974028,0.046525974025974026,0.01948051948051948,0.7972727119922638,0.7879487872123718,0.01626196876168251,0.01626196689903736,0.4761905372142792,0.4761905372142792,0.7863528728485107,0.570607602596283,0.5587472233791476,0.6848219037055969,0.5679057337220603,0.5665662935616909,0.6671642661094666,0.1677020788192749,0.0,0.7827709913253784,0.5271999835968018,0.6020555705621458,0.6744469404220581,0.20567567567567568,0.10540540540540541,0.05961179361179361,0.016216216216216217,0.7991410940885544,0.7927612215280533,0.01588054560124874,0.01588055118918419,0.4761905074119568,0.4761905074119568,0.5726120617387446,exogenous_cbm_cub_nn,False
d9fba1967ddd2068bd99d260a0d890ea,100,loaded,True,True,0.001,1.158683181092933e-05,2.0,2.3241490106444544,"[0.1, 0.01, 0.0, 0.0, 0.0]","[16, 4, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16, 8, 6, 4, 1]","[0.1, 0.1, 0.0, 0.0, 0.0]","[16, 4, 1]",,,40,121,,[],,,0.745635394317275,0.9265655875205994,0.38072681427001953,0.4128124713897705,0.8636363636363636,0.7207792207792207,0.6103896103896104,0.38311688311688313,0.8571428507566452,0.60539710521698,0.03557650372385979,0.03557650372385979,0.31288471817970276,0.31288471817970276,0.3350536823272705,0.570607602596283,0.8418237192836319,0.49035218358039856,0.7554664723032071,0.7495920759352032,0.9347071126103401,0.3761633038520813,0.3950534462928772,0.3189278542995453,0.5272000432014465,0.8974890883156834,0.4095785617828369,0.7905405405405406,0.6378378378378379,0.5297297297297298,0.3392972972972973,0.8571428507566452,0.6021175980567932,0.03112536482512951,0.031125368550419807,0.31288474798202515,0.31288474798202515,0.7531436461363973,exogenous_cbm_cub_nn,False
39167235ac2c5141bde215c316a0a9f9,100,simplified,True,False,0.0001,0.0001439677640413724,2.0,14.006775072079693,"[0.1, 0.1, 0.01, 0.0, 0.0]","[16, 8, 4, 1]","[0.1, 0.1, 0.0, 0.0]","[16, 8, 1]","[0.2, 0.1, 0.1, 0.0, 0.0, 0.0]","[32, 16, 8, 1]",,,302,16,,[],,,0.7572905068613688,0.9184627681970596,0.3736822009086609,0.40426671504974365,0.8441558441558441,0.7287012987012986,0.6511471861471861,0.36363636363636365,0.3259958028793335,0.7136619091033936,0.041088227182626724,0.041088227182626724,0.5714285969734192,0.5714285969734192,0.3399299085140228,0.5706075429916382,0.8818923828034615,0.44468873739242554,0.7645772594752186,0.7585655415616837,0.9277700334787369,0.3675432801246643,0.38717490434646606,0.3230814039707184,0.5272000432014465,0.9065476540131918,0.3865816295146942,0.7743243243243243,0.6378378378378379,0.5256756756756756,0.29864864864864865,0.3169022798538208,0.7111176252365112,0.03544759005308151,0.03544759377837181,0.571428656578064,0.571428656578064,0.7629320972434538,exogenous_cbm_cub_nn,False
64dc0686b41a1866ce3cec8e8874ad62,84,simplified,True,True,0.001,1.0763521650677065e-05,1.0,0.0012893405183707891,"[0.0, 0.0, 0.0, 0.0, 0.0]","[10, 8, 6, 4, 1]","[0.1, 0.01, 0.0, 0.0]","[16, 8, 1]","[0.2, 0.1, 0.1, 0.0, 0.0, 0.0]","[16, 4, 1]",,,77,63,,[],,,0.7363382587715865,0.9222505763173103,0.37500059604644775,0.40856730937957764,0.8172827172827173,0.6948051948051948,0.5844155844155844,0.4155844155844156,0.596171498298645,0.7083205580711365,0.03937533497810364,0.03937533497810364,0.5714285969734192,0.5714285969734192,0.33747598528862,0.570607602596283,0.8078665139525197,0.5276554822921753,0.7357871720116619,0.739378654624164,0.9306826516985893,0.3645399212837219,0.3842198848724365,0.32463929057121277,0.5272000432014465,0.8413169254042456,0.4871889650821686,0.7438918918918919,0.6181600831600832,0.5162162162162162,0.31216216216216214,0.5918889045715332,0.7060737013816833,0.036760952323675156,0.036760956048965454,0.571428656578064,0.571428656578064,0.7398047240988214,exogenous_cbm_cub_nn,False
c996730e2372eb999c339f4d6bc8cecd,35,loaded,False,True,0.01,7.700078950837281e-06,3.0,0.0016550399327390241,"[0.1, 0.01, 0.0, 0.0, 0.0]","[24, 12, 8, 6, 4, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16, 8, 6, 4, 1]","[0.1, 0.1, 0.0, 0.0, 0.0]","[32, 16, 1]",,,179,27,,[],,,0.7239822405205848,0.9080575555562973,0.3358412981033325,0.35315650701522827,0.7792207792207793,0.7077922077922078,0.5974025974025974,0.3740445269016698,0.8571428507566452,0.6043743789196014,0.03634856268763542,0.03634856268763542,0.4761905372142792,0.4761905372142792,0.36909380555152893,0.570607602596283,0.7629995025220973,0.5751422643661499,0.7264334305150631,0.72872944331241,0.91559237241745,0.33460086584091187,0.3355306386947632,0.35030826926231384,0.5272000432014465,0.8077764018316593,0.5298529863357544,0.6878378378378378,0.5507094594594595,0.4594594594594595,0.26335810810810806,0.8571428507566452,0.6019191443920135,0.03295226767659187,0.03295226767659187,0.4761905074119568,0.4761905074119568,0.7295478080773213,exogenous_cbm_cub_nn,False
3dde85ab678cac45eb63bc37e3e83c02,29,simplified,True,True,0.0001,4.988449913216898e-05,1.0,0.04929543292173222,"[0.1, 0.1, 0.01, 0.0, 0.0]","[24, 12, 8, 6, 4, 1]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[16, 8, 6, 4, 1]","[0.1, 0.1, 0.0, 0.0, 0.0]","[32, 16, 8, 1]",,,1606,3,,[],,,0.5911097432625224,0.8315347731113434,0.19646966457366943,0.03966391086578369,0.22077922077922077,0.11102865388579676,0.0646794475365904,0.018330241187384046,0.811486691236496,0.8571428507566452,0.0030329213477671146,0.0030329206492751837,0.0,0.0,0.5479750633239746,0.570607602596283,0.6013958304410201,0.6771873235702515,0.668245869776482,0.5950870487489203,0.8432663530111313,0.2023746371269226,0.033978402614593506,0.5092865824699402,0.5271999835968018,0.6673731017374931,0.6474955677986145,0.20540540540540542,0.10487600237600235,0.06659949509949509,0.02832298782298782,0.8115132600069046,0.8571428507566452,0.003241033526137471,0.003241034457460046,0.0,0.0,0.668573401055279,exogenous_cbm_cub_nn,False
