model_id,n_epochs,cat_feat_embedding,data_augmentation,soft_labels,lr,l2_decay,train_every,gamma,independence_discriminator_dropouts,independence_discriminator_layers,local_dropouts,local_layers,concept_dropouts,concept_layers,common_dropouts,common_layers,n_batches,batch_size,only_causal_sources,concept_graph_edges,uses_target_for_distillation,has_causal_biases,validation_mean_golden_roc_auc,validation_abs_fidelity,validation_rel_fidelity,validation_norm_fidelity,validation_recall_at_10fpr,validation_recall_at_5fpr,validation_recall_at_3fpr,validation_recall_at_1fpr,validation_diversity_max_0,validation_diversity_max_1,validation_diversity_dataset_0,validation_diversity_dataset_1,validation_diversity_pairwise_0,validation_diversity_pairwise_1,validation_avg_bce_loss,validation_avg_base_bce_loss,validation_independence_roc_auc,validation_independence_bce_loss,validation_concept_acc,test_mean_golden_roc_auc,test_abs_fidelity,test_rel_fidelity,test_independence_roc_auc,test_independence_bce_loss,test_concept_acc,model_category,local,test_norm_fidelity,test_avg_bce_loss,test_avg_base_bce_loss
976447201db36f3ee63a9ea744c4981a,28,simplified,,,0.01,2.9252424881992483e-06,,,,,,,"[0.1, 0.1, 0.0]","[32, 16, 1]","[0.5, 0.2, 0.1]","[128, 64]",1941,90,,[],,,0.7711812884981352,,,,,,,,,,,,,,,,0.9764146661970998,0.1837562918663025,,0.7711812884981352,,,0.9832313866459084,0.14594511687755585,0.8253810470510271,explainability_baseline,False,,,
8f8f275fb63318efdda02550ff4c4db6,27,simplified,,,0.01,0.0002909321862200063,,,,,,,"[0.1, 0.1, 0.0]","[32, 16, 1]","[0.5, 0.2, 0.1]","[128, 64, 32]",344,394,,[],,,0.7826024067787412,,,,,,,,,,,,,,,,0.9825886270329058,0.15366505086421967,,0.7826024067787412,,,0.9926315673547994,0.08431104570627213,0.8223989396951623,explainability_baseline,False,,,
f491f569144068eacea6e473257a22d2,20,loaded,,,0.0001,0.009067910736926746,,,,,,,"[0.1, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.2, 0.1]","[200, 100, 50]",1168,83,,[],,,0.7667485409664403,,,,,,,,,,,,,,,,0.9925799405025616,0.08216972649097443,,0.7667485409664403,,,0.9996700579964236,0.011272314935922623,0.8217362491716368,explainability_baseline,False,,,
94e272c8340a6a0bcde0d2fcea71149f,70,simplified,,,1e-05,0.00010114398328964726,,,,,,,"[0.1, 0.0, 0.0]","[16, 4, 1]","[0.5, 0.1, 0.0]","[128, 64, 32]",851,542,,[],,,0.7345499397904159,,,,,,,,,,,,,,,,0.9656152355525376,0.2158556878566742,,0.7345499397904159,,,0.9624382422601122,0.2183690220117569,0.8233929754804507,explainability_baseline,False,,,
a5c2c5929f9663acd8396c54e94c2a37,32,simplified,,,0.001,6.179396969939304e-05,,,,,,,"[0.1, 0.0, 0.0]","[16, 4, 1]","[0.5, 0.1, 0.1]","[200, 100, 50]",400,117,,[],,,0.7754507153616311,,,,,,,,,,,,,,,,0.9777077397566064,0.1817535161972046,,0.7688592068036625,,,0.9803037588236441,0.16392692923545835,0.8210735586481115,explainability_baseline,False,,,
b8a04130b3212de7f0b63b97e83c2aa5,61,loaded,,,1e-05,0.0009796240127390174,,,,,,,"[0.1, 0.1, 0.0]","[32, 16, 8, 1]","[0.5, 0.0, 0.0]","[128, 64, 32]",893,517,,[],,,0.7763846989728528,,,,,,,,,,,,,,,,0.9814474499072764,0.1623043268918991,,0.7763846989728528,,,0.9843670793999184,0.1336984485387802,0.8227302849569251,explainability_baseline,False,,,
be9d37cce1c39fd6ca20298451557783,100,simplified,,,1e-05,1.1095947927138826e-06,,,,,,,"[0.1, 0.0, 0.0]","[16, 8, 4, 1]","[0.5, 0.1, 0.0]","[128, 64, 32]",1141,79,,[],,,0.7646020906281817,,,,,,,,,,,,,,,,0.9624330687977984,0.2359179705381393,,0.764021678536952,,,0.9716534285251872,0.19549605250358584,0.8247183565275017,explainability_baseline,False,,,
710ebb55e9658031abc0d07c8ef215b3,84,simplified,,,1e-05,4.970698359980896e-05,,,,,,,"[0.1, 0.0, 0.0]","[32, 16, 8, 1]","[0.5, 0.1, 0.0]","[128, 64]",1230,194,,[],,,0.7789237934235835,,,,,,,,,,,,,,,,0.9776582029642144,0.1784505695104599,,0.7779386333812509,,,0.9816821771333792,0.15221823751926422,0.8240556660039761,explainability_baseline,False,,,
0adb7f0c1ed4189db539a28f572049a9,17,simplified,,,0.01,0.0026169874536789545,,,,,,,"[0.1, 0.1, 0.0]","[32, 16, 1]","[0.5, 0.2, 0.1]","[200, 100, 50]",1148,402,,[],,,0.7722341744593518,,,,,,,,,,,,,,,,0.9888267855294632,0.10920649766921996,,0.7457158055002312,,,0.9961232710891598,0.049112074077129364,0.8214049039098742,explainability_baseline,False,,,
77da50bd6afd96575466fd114171623a,27,loaded,,,0.0001,0.0027377285838645913,,,,,,,"[0.2, 0.0, 0.0]","[16, 8, 4, 1]","[0.5, 0.0, 0.0]","[200, 100, 50]",1670,163,,[],,,0.7782387404425561,,,,,,,,,,,,,,,,0.9823261523999316,0.16160732507705688,,0.7766565198776574,,,0.9872482921656496,0.11824927479028703,0.8240556660039761,explainability_baseline,False,,,
e523bc4ef231b05a83c479c35e79d0a5,55,loaded,,,0.01,0.00010966606000805136,,,,,,,"[0.1, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.1, 0.1]","[200, 100, 50]",1442,320,,[],,,0.7850963772187389,,,,,,,,,,,,,,,,0.9691640606506322,0.21621152758598328,,0.7738257316602196,,,0.9892620287203682,0.10894449055194856,0.8247183565275016,explainability_baseline,False,,,
687762532b0644f73a70e24752ce6672,44,loaded,,,0.0001,2.298445629018924e-06,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.1, 0.0]","[128, 64]",738,69,,[],,,0.7775568227695207,,,,,,,,,,,,,,,,0.97035617507099,0.20674313604831696,,0.7768578552292004,,,0.9794629341014632,0.1670333743095398,0.8230616302186878,explainability_baseline,False,,,
1912a07385a30e3d9675413f35b7d270,21,simplified,,,0.001,1.9238267917437108e-05,,,,,,,"[0.1, 0.1, 0.0]","[16, 8, 4, 1]","[0.5, 0.1, 0.1]","[128, 64, 32]",1201,126,,[],,,0.7703974015229039,,,,,,,,,,,,,,,,0.9719680302891078,0.1976261138916016,,0.7647071168450094,,,0.976641082984268,0.17024415731430054,0.8217362491716367,explainability_baseline,False,,,
f8c81c44c0f1dacaf4b1fa1370bcdb27,76,simplified,,,1e-05,0.00010036377634507784,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.1, 0.0]","[128, 64, 32]",226,121,,[],,,0.7660985955035433,,,,,,,,,,,,,,,,0.964123543434872,0.23445145785808566,,0.7660985955035433,,,0.9666983216209502,0.22392766177654266,0.8240556660039763,explainability_baseline,False,,,
e8a3b912e7fd7daf13017f9afb1a7a75,17,simplified,,,0.001,7.987151262819683e-05,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 8, 1]","[0.5, 0.2, 0.1]","[128, 64]",951,295,,[],,,0.7749224927302442,,,,,,,,,,,,,,,,0.9828577011061576,0.1507391631603241,,0.7701180700502466,,,0.9783696687873656,0.16404449939727786,0.8220675944333996,explainability_baseline,False,,,
7771f103763bfe98e1574e1058a192f7,100,simplified,,,1e-05,5.832845295097841e-06,,,,,,,"[0.2, 0.1, 0.1]","[32, 16, 1]","[0.5, 0.1, 0.0]","[128, 64]",1221,330,,[],,,0.7783103213075401,,,,,,,,,,,,,,,,0.9653161155803835,0.2273842692375183,,0.7783103213075401,,,0.9797053957263712,0.16259582340717316,0.8243870112657389,explainability_baseline,False,,,
eb3e2019cbaaf60395eee557e0851432,100,simplified,,,1e-05,0.0008811268423116867,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.2, 0.1]","[128, 64, 32]",460,502,,[],,,0.7770707470358146,,,,,,,,,,,,,,,,0.9858025407845068,0.12841054797172546,,0.7770707470358146,,,0.988824730569617,0.109807088971138,0.8237243207422132,explainability_baseline,False,,,
2935f9c858a5617934865b24e0637513,58,simplified,,,1e-05,4.510054572800564e-05,,,,,,,"[0.2, 0.1, 0.1]","[32, 16, 1]","[0.5, 0.2, 0.1]","[128, 64]",824,539,,[],,,0.7765544150117211,,,,,,,,,,,,,,,,0.9733081197368012,0.19896064698696134,,0.7765544150117211,,,0.9871980935253438,0.1277725249528885,0.8223989396951624,explainability_baseline,False,,,
b17e1c4b27dfb63af3179509427fd06b,17,loaded,,,0.001,0.0008596866034755068,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.0, 0.0]","[200, 100, 50]",1197,370,,[],,,0.7805528076941801,,,,,,,,,,,,,,,,0.9713211075172477,0.1980109065771103,,0.7717486309521745,,,0.9833314925496596,0.1422751396894455,0.8260437375745525,explainability_baseline,False,,,
58d0497c81dee74d6acb47cd8bdcd9b6,82,loaded,,,1e-05,5.7752594263830174e-05,,,,,,,"[0.2, 0.1, 0.1]","[32, 16, 8, 1]","[0.5, 0.1, 0.1]","[200, 100, 50]",568,104,,[],,,0.7708565573520657,,,,,,,,,,,,,,,,0.9894069214191804,0.12280138581991196,,0.7708565573520657,,,0.9885226331809748,0.11144088953733444,0.8233929754804507,explainability_baseline,False,,,
b85c9806381263d1f5405102a3ce541e,27,simplified,,,0.01,0.0026303249307385013,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.2, 0.1]","[128, 64]",1816,136,,[],,,0.7748100447463814,,,,,,,,,,,,,,,,0.9849800360099894,0.1464298516511917,,0.7565521219805841,,,0.9909267891816602,0.10462622344493866,0.8217362491716371,explainability_baseline,False,,,
392d00b97a493d9abbdd4d5e4fe32b58,94,simplified,,,1e-05,0.0004510591529053804,,,,,,,"[0.1, 0.1, 0.0]","[16, 8, 4, 1]","[0.5, 0.2, 0.1]","[128, 64, 32]",832,195,,[],,,0.7759632612889492,,,,,,,,,,,,,,,,0.980497137339066,0.16575215756893158,,0.7759632612889492,,,0.9893019356123424,0.11089210212230682,0.823061630218688,explainability_baseline,False,,,
cb38c4f9b0797a954d96365fb431f572,28,simplified,,,0.001,2.9460648616197528e-05,,,,,,,"[0.1, 0.0, 0.0]","[16, 4, 1]","[0.5, 0.1, 0.1]","[128, 64]",384,205,,[],,,0.7810543900742966,,,,,,,,,,,,,,,,0.975238537998532,0.1901255548000336,,0.7753212485253544,,,0.9800054829944316,0.1663416475057602,0.8240556660039761,explainability_baseline,False,,,
3c9d120450878205401f29c82feb51e0,38,simplified,,,0.001,0.0010800628851443503,,,,,,,"[0.1, 0.0, 0.0]","[16, 4, 1]","[0.5, 0.1, 0.0]","[200, 100, 50]",1289,250,,[],,,0.7809339211061466,,,,,,,,,,,,,,,,0.9803564995776288,0.15361160039901733,,0.7746863627053377,,,0.9881916722214698,0.12098023295402527,0.8257123923127899,explainability_baseline,False,,,
eeab0825ccfadf1916b2f3c62c6afa9a,56,simplified,,,1e-05,0.0007159229898493798,,,,,,,"[0.1, 0.1, 0.0]","[32, 16, 1]","[0.5, 0.0, 0.0]","[200, 100, 50]",1089,330,,[],,,0.7771771985706515,,,,,,,,,,,,,,,,0.9766121643533896,0.17945827543735504,,0.7762669603005182,,,0.9837777094561182,0.13587333261966705,0.8253810470510271,explainability_baseline,False,,,
ab76ee934b8184a3c2dbf18e9bc07d15,25,simplified,,,0.0001,4.523388749169543e-06,,,,,,,"[0.2, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.1, 0.0]","[128, 64, 32]",1407,328,,[],,,0.7748331015500997,,,,,,,,,,,,,,,,0.9757641089508838,0.1893776655197144,,0.7705109102533925,,,0.9791436311508652,0.16663317382335666,0.8227302849569251,explainability_baseline,False,,,
3936c52e194844e03bbb9f6baf21a91c,22,simplified,,,0.001,0.002548104390962457,,,,,,,"[0.1, 0.0, 0.0]","[32, 16, 8, 1]","[0.5, 0.0, 0.0]","[200, 100, 50]",561,146,,[],,,0.7815196229516953,,,,,,,,,,,,,,,,0.9845453064213714,0.13305892050266266,,0.7753026287464463,,,0.9909780072957451,0.09065060317516327,0.823061630218688,explainability_baseline,False,,,
1e81590ca09d4086a4331d19e0f1e340,49,loaded,,,1e-05,4.376225733895498e-05,,,,,,,"[0.2, 0.0, 0.0]","[16, 8, 4, 1]","[0.5, 0.0, 0.0]","[128, 64]",1041,84,,[],,,0.7779549354918979,,,,,,,,,,,,,,,,0.9566826198684824,0.2602427005767822,,0.7758067424141003,,,0.9691167288500788,0.21224205195903775,0.8257123923127899,explainability_baseline,False,,,
21118bf452e6e253e635cebbed089d92,100,loaded,,,1e-05,0.0009796066555601741,,,,,,,"[0.1, 0.1, 0.0]","[16, 8, 4, 1]","[0.5, 0.1, 0.1]","[128, 64, 32]",1057,321,,[],,,0.7777056802553837,,,,,,,,,,,,,,,,0.9731781941103071,0.18819312751293185,,0.7777056802553837,,,0.9860327833836752,0.12056952714920045,0.8233929754804507,explainability_baseline,False,,,
e83703c8006c4f8390e17ec47dba0dd6,17,simplified,,,0.001,8.653046785461967e-06,,,,,,,"[0.1, 0.0, 0.0]","[32, 16, 1]","[0.5, 0.1, 0.1]","[200, 100, 50]",1826,122,,[],,,0.7674344824482401,,,,,,,,,,,,,,,,0.9755003431230724,0.1860951632261276,,0.7627548915045012,,,0.9801602420830768,0.16070669889450073,0.8180914512922465,explainability_baseline,False,,,
